ticker,company_name,yahoo_symbol,active
TRST,PT Trias Sentosa Tbk,TRST.JK,1
TRUE,PT Triniti Dinamik Tbk,TRUE.JK,1
TRUK,PT Guna Timur Raya Tbk,TRUK.JK,1
TRUS,PT Trust Finance Indonesia Tbk,TRUS.JK,1
TSPC,PT Tempo Scan Pacific Tbk,TSPC.JK,1
TUGU,PT Asuransi Tugu Pratama Indonesia Tbk,TUGU.JK,1
TYRE,PT King Tire Indonesia Tbk,TYRE.JK,1
UANG,PT Pakuan Tbk,UANG.JK,1
UCID,PT Uni-Charm Indonesia Tbk,UCID.JK,1
UDNG,PT Agro Bahari Nusantara Tbk,UDNG.JK,1
UFOE,PT Damai Sejahtera Abadi Tbk,UFOE.JK,1
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,ULTJ.JK,1
UNIC,PT Unggul Indah Cahaya Tbk,UNIC.JK,1
UNIQ,PT Ulima Nitra Tbk,UNIQ.JK,1
UNSP,PT Bakrie Sumatera Plantations Tbk,UNSP.JK,1
UNTD,PT Terang Dunia Internusa Tbk,UNTD.JK,1
UNTR,PT United Tractors Tbk,UNTR.JK,1
UNVR,PT Unilever Indonesia Tbk,UNVR.JK,1
URBN,PT Urban Jakarta Propertindo Tbk.,URBN.JK,1
UVCR,PT Trimegah Karya Pratama Tbk,UVCR.JK,1
VAST,PT Vastland Indonesia Tbk,VAST.JK,1
VERN,PT Verona Indah Pictures Tbk,VERN.JK,1
VICI,PT Victoria Care Indonesia Tbk,VICI.JK,1
VICO,PT Victoria Investama Tbk,VICO.JK,1
VINS,PT Victoria Insurance Tbk,VINS.JK,1
VISI,PT Satu Visi Putra Tbk,VISI.JK,1
VIVA,PT Visi Media Asia Tbk,VIVA.JK,1
VKTR,PT VKTR Teknologi Mobilitas Tbk,VKTR.JK,1
VOKS,PT Voksel Electric Tbk,VOKS.JK,1
VRNA,PT Mizuho Leasing Indonesia Tbk,VRNA.JK,1
VTNY,PT Venteny Fortuna International Tbk,VTNY.JK,1
WAPO,PT Wahana Pronatural Tbk,WAPO.JK,1
WBSA,PT BSA Logistics Indonesia Tbk,WBSA.JK,1
WEGE,PT Wijaya Karya Bangunan Gedung Tbk,WEGE.JK,1
WEHA,PT WEHA Transportasi Indonesia Tbk,WEHA.JK,1
WGSH,PT Wira Global Solusi Tbk,WGSH.JK,1
WICO,Pt Wicaksana Overseas International Tbk,WICO.JK,1
WIDI,PT Widiant Jaya Krenindo Tbk,WIDI.JK,1
WIFI,PT Solusi Sinergi Digital Tbk,WIFI.JK,1
WIIM,PT Wismilak Inti Makmur Tbk,WIIM.JK,1
WIKA,PT Wijaya Karya (Persero) Tbk,WIKA.JK,1
WINE,PT HATTEN BALI Tbk,WINE.JK,1
WINR,PT Winner Nusantara Jaya Tbk,WINR.JK,1
WINS,PT Wintermar Offshore Marine Tbk,WINS.JK,1
WIRG,PT WIR ASIA Tbk,WIRG.JK,1
WMPP,PT Widodo Makmur Perkasa Tbk,WMPP.JK,1
WMUU,PT Widodo Makmur Unggas Tbk,WMUU.JK,1
WOMF,PT Wahana Ottomitra Multiartha Tbk,WOMF.JK,1
WOOD,PT Integra Indocabinet Tbk,WOOD.JK,1
WOWS,PT Ginting Jaya Energi Tbk,WOWS.JK,1
WSBP,PT Waskita Beton Precast Tbk,WSBP.JK,1
WTON,PT Wijaya Karya Beton Tbk,WTON.JK,1
XCIS,DIRE Ciptadana Properti Ritel Indonesia,XCIS.JK,1
YELO,PT Yelooo Integra Datanet Tbk,YELO.JK,1
YOII,PT Asuransi Digital Bersama TBK,YOII.JK,1
YPAS,PT Yanaprima Hastapersada Tbk,YPAS.JK,1
YULE,PT Yulie Sekuritas Indonesia Tbk,YULE.JK,1
YUPI,PT Yupi Indo Jelly Gum Tbk,YUPI.JK,1
ZATA,PT Bersama Zatta Jaya Tbk,ZATA.JK,1
ZBRA,PT Dosni Roha Indonesia Tbk,ZBRA.JK,1
ZINC,PT Kapuas Prima Coal Tbk,ZINC.JK,1
ZONE,PT Mega Perintis Tbk,ZONE.JK,1
ZYRX,PT Zyrexindo Mandiri Buana Tbk,ZYRX.JK,1
